DateTime,GIC,GIC_QDC,IQR,Source
2018-04-20/06:58:03,6.58,-0.0552,0.2469,Node_7
2018-04-20/06:58:04,6.6,-0.0552,0.2469,Node_7
2018-04-20/06:58:05,6.58,-0.0551,0.2469,Node_7
2018-04-20/06:58:06,6.58,-0.0551,0.2469,Node_7
2018-04-20/06:58:07,6.57,-0.055,0.2469,Node_7
2018-04-20/06:58:08,6.54,-0.055,0.2469,Node_7
2018-04-20/06:58:09,6.54,-0.0549,0.2469,Node_7
2018-04-20/06:58:10,6.54,-0.0549,0.2468,Node_7
2018-04-20/06:58:11,6.54,-0.0548,0.2468,Node_7
2018-04-20/06:58:12,6.55,-0.0548,0.2468,Node_7
2018-04-20/06:58:13,6.55,-0.0548,0.2468,Node_7
2018-04-20/06:58:14,6.52,-0.0547,0.2468,Node_7
2018-04-20/06:58:15,6.53,-0.0547,0.2467,Node_7
2018-04-20/06:58:16,6.53,-0.0546,0.2467,Node_7
2018-04-20/06:58:17,6.57,-0.0546,0.2467,Node_7
2018-04-20/06:58:18,6.54,-0.0545,0.2467,Node_7
2018-04-20/06:58:19,6.54,-0.0545,0.2467,Node_7
2018-04-20/06:58:20,6.53,-0.0544,0.2467,Node_7
2018-04-20/06:58:21,6.54,-0.0544,0.2466,Node_7
2018-04-20/06:58:22,6.5,-0.0544,0.2466,Node_7
2018-04-20/06:58:23,6.52,-0.0543,0.2466,Node_7
2018-04-20/06:58:24,6.48,-0.0543,0.2466,Node_7
2018-04-20/06:58:25,6.47,-0.0542,0.2466,Node_7
2018-04-20/06:58:26,6.46,-0.0542,0.2466,Node_7
2018-04-20/06:58:27,6.47,-0.0541,0.2465,Node_7
2018-04-20/06:58:28,6.42,-0.0541,0.2465,Node_7
2018-04-20/06:58:29,6.42,-0.054,0.2465,Node_7
2018-04-20/06:58:30,6.36,-0.054,0.2465,Node_7
2018-04-20/06:58:31,6.34,-0.054,0.2465,Node_7
2018-04-20/06:58:32,6.36,-0.0539,0.2465,Node_7
2018-04-20/06:58:33,6.33,-0.0539,0.2465,Node_7
2018-04-20/06:58:34,6.29,-0.0538,0.2464,Node_7
2018-04-20/06:58:35,6.25,-0.0538,0.2464,Node_7
2018-04-20/06:58:36,6.23,-0.0537,0.2464,Node_7
2018-04-20/06:58:37,6.22,-0.0537,0.2464,Node_7
2018-04-20/06:58:38,6.18,-0.0536,0.2464,Node_7
2018-04-20/06:58:39,6.12,-0.0536,0.2463,Node_7
2018-04-20/06:58:40,6.13,-0.0536,0.2463,Node_7
2018-04-20/06:58:41,6.08,-0.0535,0.2463,Node_7
2018-04-20/06:58:42,6.07,-0.0535,0.2463,Node_7
2018-04-20/06:58:43,6.03,-0.0534,0.2463,Node_7
2018-04-20/06:58:44,6.03,-0.0534,0.2463,Node_7
2018-04-20/06:58:45,6.03,-0.0533,0.2462,Node_7
2018-04-20/06:58:46,6.01,-0.0533,0.2462,Node_7
2018-04-20/06:58:47,6.02,-0.0532,0.2462,Node_7
2018-04-20/06:58:48,5.99,-0.0532,0.2462,Node_7
2018-04-20/06:58:49,6.0,-0.0532,0.2462,Node_7
2018-04-20/06:58:50,6.0,-0.0531,0.2462,Node_7
2018-04-20/06:58:51,5.98,-0.0531,0.2461,Node_7
2018-04-20/06:58:52,5.99,-0.053,0.2461,Node_7
2018-04-20/06:58:53,5.97,-0.053,0.2461,Node_7
2018-04-20/06:58:54,5.98,-0.0529,0.2461,Node_7
2018-04-20/06:58:55,5.99,-0.0529,0.2461,Node_7
2018-04-20/06:58:56,6.0,-0.0528,0.2461,Node_7
2018-04-20/06:58:57,5.99,-0.0528,0.2461,Node_7
2018-04-20/06:58:58,5.96,-0.0528,0.246,Node_7
2018-04-20/06:58:59,6.0,-0.0527,0.246,Node_7
2018-04-20/06:59:00,5.97,-0.0527,0.246,Node_7
2018-04-20/06:59:01,5.96,-0.0526,0.246,Node_7
2018-04-20/06:59:02,5.98,-0.0526,0.246,Node_7
2018-04-20/06:59:03,5.99,-0.0525,0.2459,Node_7
2018-04-20/06:59:04,6.0,-0.0525,0.2459,Node_7
2018-04-20/06:59:05,5.96,-0.0524,0.2459,Node_7
2018-04-20/06:59:06,5.96,-0.0524,0.2459,Node_7
2018-04-20/06:59:07,5.95,-0.0524,0.2459,Node_7
2018-04-20/06:59:08,5.95,-0.0523,0.2459,Node_7
2018-04-20/06:59:09,5.92,-0.0523,0.2458,Node_7
2018-04-20/06:59:10,5.94,-0.0522,0.2458,Node_7
2018-04-20/06:59:11,5.93,-0.0522,0.2458,Node_7
2018-04-20/06:59:12,5.9,-0.0521,0.2458,Node_7
2018-04-20/06:59:13,5.88,-0.0521,0.2458,Node_7
2018-04-20/06:59:14,5.87,-0.052,0.2458,Node_7
2018-04-20/06:59:15,5.86,-0.052,0.2457,Node_7
2018-04-20/06:59:16,5.8,-0.052,0.2457,Node_7
2018-04-20/06:59:17,5.82,-0.0519,0.2457,Node_7
2018-04-20/06:59:18,5.78,-0.0519,0.2457,Node_7
2018-04-20/06:59:19,5.77,-0.0518,0.2457,Node_7
2018-04-20/06:59:20,5.76,-0.0518,0.2457,Node_7
2018-04-20/06:59:21,5.75,-0.0517,0.2456,Node_7
2018-04-20/06:59:22,5.73,-0.0517,0.2456,Node_7
2018-04-20/06:59:23,5.72,-0.0516,0.2456,Node_7
2018-04-20/06:59:24,5.71,-0.0516,0.2456,Node_7
2018-04-20/06:59:25,5.71,-0.0516,0.2456,Node_7
2018-04-20/06:59:26,5.72,-0.0515,0.2456,Node_7
2018-04-20/06:59:27,5.72,-0.0515,0.2455,Node_7
2018-04-20/06:59:28,5.67,-0.0514,0.2455,Node_7
2018-04-20/06:59:29,5.71,-0.0514,0.2455,Node_7
2018-04-20/06:59:30,5.67,-0.0513,0.2455,Node_7
2018-04-20/06:59:31,5.67,-0.0513,0.2455,Node_7
2018-04-20/06:59:32,5.65,-0.0512,0.2455,Node_7
2018-04-20/06:59:33,5.65,-0.0512,0.2454,Node_7
2018-04-20/06:59:34,5.69,-0.0512,0.2454,Node_7
2018-04-20/06:59:35,5.67,-0.0511,0.2454,Node_7
2018-04-20/06:59:36,5.68,-0.0511,0.2454,Node_7
2018-04-20/06:59:37,5.72,-0.051,0.2454,Node_7
2018-04-20/06:59:38,5.73,-0.051,0.2454,Node_7
2018-04-20/06:59:39,5.71,-0.0509,0.2453,Node_7
2018-04-20/06:59:40,5.7,-0.0509,0.2453,Node_7
2018-04-20/06:59:41,5.73,-0.0508,0.2453,Node_7
2018-04-20/06:59:42,5.77,-0.0508,0.2453,Node_7
2018-04-20/06:59:43,5.75,-0.0508,0.2453,Node_7
2018-04-20/06:59:44,5.77,-0.0507,0.2453,Node_7
2018-04-20/06:59:45,5.76,-0.0507,0.2452,Node_7
2018-04-20/06:59:46,5.78,-0.0506,0.2452,Node_7
2018-04-20/06:59:47,5.81,-0.0506,0.2452,Node_7
2018-04-20/06:59:48,5.82,-0.0505,0.2452,Node_7
2018-04-20/06:59:49,5.82,-0.0505,0.2452,Node_7
2018-04-20/06:59:50,5.87,-0.0504,0.2452,Node_7
2018-04-20/06:59:51,5.86,-0.0504,0.2452,Node_7
2018-04-20/06:59:52,5.85,-0.0504,0.2451,Node_7
2018-04-20/06:59:53,5.89,-0.0503,0.2451,Node_7
2018-04-20/06:59:54,5.89,-0.0503,0.2451,Node_7
2018-04-20/06:59:55,5.96,-0.0502,0.2451,Node_7
2018-04-20/06:59:56,5.96,-0.0502,0.2451,Node_7
2018-04-20/06:59:57,6.0,-0.0501,0.245,Node_7
2018-04-20/06:59:58,6.03,-0.0501,0.245,Node_7
2018-04-20/06:59:59,6.04,-0.05,0.245,Node_7
2018-04-20/07:00:00,6.1,-0.05,0.245,Node_7
2018-04-20/07:00:01,6.16,-0.05,0.245,Node_7
2018-04-20/07:00:02,6.18,-0.0499,0.245,Node_7
2018-04-20/07:00:03,6.2,-0.0499,0.2449,Node_7
2018-04-20/07:00:04,6.28,-0.0498,0.2449,Node_7
2018-04-20/07:00:05,6.34,-0.0498,0.2449,Node_7
2018-04-20/07:00:06,6.35,-0.0497,0.2449,Node_7
2018-04-20/07:00:07,6.43,-0.0497,0.2449,Node_7
2018-04-20/07:00:08,6.43,-0.0496,0.2449,Node_7
2018-04-20/07:00:09,6.53,-0.0496,0.2448,Node_7
2018-04-20/07:00:10,6.51,-0.0496,0.2448,Node_7
2018-04-20/07:00:11,6.54,-0.0495,0.2448,Node_7
2018-04-20/07:00:12,6.61,-0.0495,0.2448,Node_7
2018-04-20/07:00:13,6.58,-0.0494,0.2448,Node_7
2018-04-20/07:00:14,6.61,-0.0494,0.2448,Node_7
2018-04-20/07:00:15,6.57,-0.0493,0.2448,Node_7
2018-04-20/07:00:16,6.61,-0.0493,0.2447,Node_7
2018-04-20/07:00:17,6.6,-0.0492,0.2447,Node_7
2018-04-20/07:00:18,6.61,-0.0492,0.2447,Node_7
2018-04-20/07:00:19,6.58,-0.0492,0.2447,Node_7
2018-04-20/07:00:20,6.57,-0.0491,0.2447,Node_7
2018-04-20/07:00:21,6.54,-0.0491,0.2446,Node_7
2018-04-20/07:00:22,6.58,-0.049,0.2446,Node_7
2018-04-20/07:00:23,6.58,-0.049,0.2446,Node_7
2018-04-20/07:00:24,6.57,-0.0489,0.2446,Node_7
2018-04-20/07:00:25,6.55,-0.0489,0.2446,Node_7
2018-04-20/07:00:26,6.61,-0.0488,0.2446,Node_7
2018-04-20/07:00:27,6.6,-0.0488,0.2445,Node_7
2018-04-20/07:00:28,6.61,-0.0488,0.2445,Node_7
2018-04-20/07:00:29,6.68,-0.0487,0.2445,Node_7
2018-04-20/07:00:30,6.67,-0.0487,0.2445,Node_7
2018-04-20/07:00:31,6.7,-0.0486,0.2445,Node_7
2018-04-20/07:00:32,6.73,-0.0486,0.2445,Node_7
2018-04-20/07:00:33,6.78,-0.0485,0.2444,Node_7
2018-04-20/07:00:34,6.8,-0.0485,0.2444,Node_7
2018-04-20/07:00:35,6.88,-0.0484,0.2444,Node_7
2018-04-20/07:00:36,6.92,-0.0484,0.2444,Node_7
2018-04-20/07:00:37,6.95,-0.0484,0.2444,Node_7
2018-04-20/07:00:38,7.01,-0.0483,0.2444,Node_7
2018-04-20/07:00:39,7.02,-0.0483,0.2444,Node_7
2018-04-20/07:00:40,7.11,-0.0482,0.2443,Node_7
2018-04-20/07:00:41,7.13,-0.0482,0.2443,Node_7
2018-04-20/07:00:42,7.16,-0.0481,0.2443,Node_7
2018-04-20/07:00:43,7.16,-0.0481,0.2443,Node_7
2018-04-20/07:00:44,7.19,-0.048,0.2443,Node_7
2018-04-20/07:00:45,7.22,-0.048,0.2442,Node_7
2018-04-20/07:00:46,7.21,-0.048,0.2442,Node_7
2018-04-20/07:00:47,7.2,-0.0479,0.2442,Node_7
2018-04-20/07:00:48,7.24,-0.0479,0.2442,Node_7
2018-04-20/07:00:49,7.28,-0.0478,0.2442,Node_7
2018-04-20/07:00:50,7.26,-0.0478,0.2442,Node_7
2018-04-20/07:00:51,7.26,-0.0477,0.2441,Node_7
2018-04-20/07:00:52,7.25,-0.0477,0.2441,Node_7
2018-04-20/07:00:53,7.2,-0.0476,0.2441,Node_7
2018-04-20/07:00:54,7.19,-0.0476,0.2441,Node_7
2018-04-20/07:00:55,7.19,-0.0476,0.2441,Node_7
2018-04-20/07:00:56,7.22,-0.0475,0.2441,Node_7
2018-04-20/07:00:57,7.21,-0.0475,0.244,Node_7
2018-04-20/07:00:58,7.24,-0.0474,0.244,Node_7
2018-04-20/07:00:59,7.23,-0.0474,0.244,Node_7
2018-04-20/07:01:00,7.24,-0.0473,0.244,Node_7
2018-04-20/07:01:01,7.28,-0.0473,0.244,Node_7
2018-04-20/07:01:02,7.27,-0.0472,0.244,Node_7
2018-04-20/07:01:03,7.26,-0.0472,0.2439,Node_7
2018-04-20/07:01:04,7.31,-0.0472,0.2439,Node_7
2018-04-20/07:01:05,7.31,-0.0471,0.2439,Node_7
2018-04-20/07:01:06,7.32,-0.0471,0.2439,Node_7
2018-04-20/07:01:07,7.36,-0.047,0.2439,Node_7
2018-04-20/07:01:08,7.34,-0.047,0.2439,Node_7
2018-04-20/07:01:09,7.37,-0.0469,0.2438,Node_7
2018-04-20/07:01:10,7.38,-0.0469,0.2438,Node_7
2018-04-20/07:01:11,7.36,-0.0468,0.2438,Node_7
2018-04-20/07:01:12,7.41,-0.0468,0.2438,Node_7
2018-04-20/07:01:13,7.41,-0.0468,0.2438,Node_7
2018-04-20/07:01:14,7.43,-0.0467,0.2438,Node_7
2018-04-20/07:01:15,7.45,-0.0467,0.2437,Node_7
2018-04-20/07:01:16,7.44,-0.0466,0.2437,Node_7
2018-04-20/07:01:17,7.42,-0.0466,0.2437,Node_7
2018-04-20/07:01:18,7.46,-0.0465,0.2437,Node_7
2018-04-20/07:01:19,7.44,-0.0465,0.2437,Node_7
2018-04-20/07:01:20,7.47,-0.0464,0.2437,Node_7
2018-04-20/07:01:21,7.46,-0.0464,0.2436,Node_7
2018-04-20/07:01:22,7.48,-0.0464,0.2436,Node_7
2018-04-20/07:01:23,7.45,-0.0463,0.2436,Node_7
2018-04-20/07:01:24,7.45,-0.0463,0.2436,Node_7
2018-04-20/07:01:25,7.46,-0.0462,0.2436,Node_7
2018-04-20/07:01:26,7.42,-0.0462,0.2436,Node_7
2018-04-20/07:01:27,7.39,-0.0461,0.2435,Node_7
2018-04-20/07:01:28,7.4,-0.0461,0.2435,Node_7
2018-04-20/07:01:29,7.33,-0.046,0.2435,Node_7
2018-04-20/07:01:30,7.33,-0.046,0.2435,Node_7
2018-04-20/07:01:31,7.3,-0.046,0.2435,Node_7
2018-04-20/07:01:32,7.26,-0.0459,0.2435,Node_7
2018-04-20/07:01:33,7.24,-0.0459,0.2435,Node_7
2018-04-20/07:01:34,7.22,-0.0458,0.2434,Node_7
2018-04-20/07:01:35,7.2,-0.0458,0.2434,Node_7
2018-04-20/07:01:36,7.21,-0.0457,0.2434,Node_7
2018-04-20/07:01:37,7.18,-0.0457,0.2434,Node_7
2018-04-20/07:01:38,7.14,-0.0456,0.2434,Node_7
2018-04-20/07:01:39,7.12,-0.0456,0.2433,Node_7
2018-04-20/07:01:40,7.09,-0.0456,0.2433,Node_7
2018-04-20/07:01:41,7.09,-0.0455,0.2433,Node_7
2018-04-20/07:01:42,7.09,-0.0455,0.2433,Node_7
2018-04-20/07:01:43,7.08,-0.0454,0.2433,Node_7
2018-04-20/07:01:44,7.1,-0.0454,0.2433,Node_7
2018-04-20/07:01:45,7.11,-0.0453,0.2432,Node_7
2018-04-20/07:01:46,7.13,-0.0453,0.2432,Node_7
2018-04-20/07:01:47,7.13,-0.0452,0.2432,Node_7
2018-04-20/07:01:48,7.16,-0.0452,0.2432,Node_7
2018-04-20/07:01:49,7.16,-0.0452,0.2432,Node_7
2018-04-20/07:01:50,7.19,-0.0451,0.2432,Node_7
2018-04-20/07:01:51,7.19,-0.0451,0.2431,Node_7
2018-04-20/07:01:52,7.21,-0.045,0.2431,Node_7
2018-04-20/07:01:53,7.21,-0.045,0.2431,Node_7
2018-04-20/07:01:54,7.22,-0.0449,0.2431,Node_7
2018-04-20/07:01:55,7.22,-0.0449,0.2431,Node_7
2018-04-20/07:01:56,7.24,-0.0448,0.2431,Node_7
2018-04-20/07:01:57,7.26,-0.0448,0.2431,Node_7
2018-04-20/07:01:58,7.26,-0.0448,0.243,Node_7
2018-04-20/07:01:59,7.26,-0.0447,0.243,Node_7
2018-04-20/07:02:00,7.23,-0.0447,0.243,Node_7
2018-04-20/07:02:01,7.21,-0.0446,0.243,Node_7
2018-04-20/07:02:02,7.16,-0.0446,0.243,Node_7
2018-04-20/07:02:03,7.15,-0.0445,0.2429,Node_7
2018-04-20/07:02:04,7.1,-0.0445,0.2429,Node_7
2018-04-20/07:02:05,7.04,-0.0444,0.2429,Node_7
2018-04-20/07:02:06,7.06,-0.0444,0.2429,Node_7
2018-04-20/07:02:07,6.99,-0.0444,0.2429,Node_7
2018-04-20/07:02:08,6.96,-0.0443,0.2429,Node_7
2018-04-20/07:02:09,6.93,-0.0443,0.2428,Node_7
2018-04-20/07:02:10,6.91,-0.0442,0.2428,Node_7
2018-04-20/07:02:11,6.85,-0.0442,0.2428,Node_7
2018-04-20/07:02:12,6.83,-0.0441,0.2428,Node_7
2018-04-20/07:02:13,6.78,-0.0441,0.2428,Node_7
2018-04-20/07:02:14,6.74,-0.044,0.2428,Node_7
2018-04-20/07:02:15,6.68,-0.044,0.2427,Node_7
2018-04-20/07:02:16,6.66,-0.044,0.2427,Node_7
2018-04-20/07:02:17,6.63,-0.0439,0.2427,Node_7
2018-04-20/07:02:18,6.62,-0.0439,0.2427,Node_7
2018-04-20/07:02:19,6.6,-0.0438,0.2427,Node_7
2018-04-20/07:02:20,6.58,-0.0438,0.2427,Node_7
2018-04-20/07:02:21,6.55,-0.0437,0.2426,Node_7
2018-04-20/07:02:22,6.54,-0.0437,0.2426,Node_7
2018-04-20/07:02:23,6.52,-0.0436,0.2426,Node_7
2018-04-20/07:02:24,6.51,-0.0436,0.2426,Node_7
2018-04-20/07:02:25,6.5,-0.0436,0.2426,Node_7
2018-04-20/07:02:26,6.47,-0.0435,0.2426,Node_7
2018-04-20/07:02:27,6.44,-0.0435,0.2425,Node_7
2018-04-20/07:02:28,6.4,-0.0434,0.2425,Node_7
2018-04-20/07:02:29,6.38,-0.0434,0.2425,Node_7
2018-04-20/07:02:30,6.38,-0.0433,0.2425,Node_7
2018-04-20/07:02:31,6.36,-0.0433,0.2425,Node_7
2018-04-20/07:02:32,6.35,-0.0432,0.2425,Node_7
2018-04-20/07:02:33,6.29,-0.0432,0.2424,Node_7
2018-04-20/07:02:34,6.28,-0.0432,0.2424,Node_7
2018-04-20/07:02:35,6.27,-0.0431,0.2424,Node_7
2018-04-20/07:02:36,6.22,-0.0431,0.2424,Node_7
2018-04-20/07:02:37,6.17,-0.043,0.2424,Node_7
2018-04-20/07:02:38,6.14,-0.043,0.2424,Node_7
2018-04-20/07:02:39,6.08,-0.0429,0.2423,Node_7
2018-04-20/07:02:40,6.04,-0.0429,0.2423,Node_7
2018-04-20/07:02:41,6.0,-0.0428,0.2423,Node_7
2018-04-20/07:02:42,5.95,-0.0428,0.2423,Node_7
2018-04-20/07:02:43,5.89,-0.0428,0.2423,Node_7
2018-04-20/07:02:44,5.87,-0.0427,0.2423,Node_7
2018-04-20/07:02:45,5.78,-0.0427,0.2422,Node_7
2018-04-20/07:02:46,5.72,-0.0426,0.2422,Node_7
2018-04-20/07:02:47,5.73,-0.0426,0.2422,Node_7
2018-04-20/07:02:48,5.61,-0.0425,0.2422,Node_7
2018-04-20/07:02:49,5.59,-0.0425,0.2422,Node_7
2018-04-20/07:02:50,5.53,-0.0424,0.2422,Node_7
2018-04-20/07:02:51,5.47,-0.0424,0.2421,Node_7
2018-04-20/07:02:52,5.39,-0.0424,0.2421,Node_7
2018-04-20/07:02:53,5.32,-0.0423,0.2421,Node_7
2018-04-20/07:02:54,5.25,-0.0423,0.2421,Node_7
2018-04-20/07:02:55,5.19,-0.0422,0.2421,Node_7
2018-04-20/07:02:56,5.12,-0.0422,0.2421,Node_7
2018-04-20/07:02:57,5.06,-0.0421,0.242,Node_7
2018-04-20/07:38:32,5.01,-0.0414,0.2771,Node_7
2018-04-20/07:38:33,5.03,-0.0414,0.2771,Node_7
2018-04-20/07:38:34,5.08,-0.0414,0.2771,Node_7
2018-04-20/07:38:35,5.13,-0.0414,0.2772,Node_7
2018-04-20/07:38:36,5.18,-0.0415,0.2772,Node_7
2018-04-20/07:38:37,5.23,-0.0415,0.2772,Node_7
2018-04-20/07:38:38,5.27,-0.0415,0.2773,Node_7
2018-04-20/07:38:39,5.28,-0.0415,0.2773,Node_7
2018-04-20/07:38:40,5.34,-0.0416,0.2773,Node_7
2018-04-20/07:38:41,5.36,-0.0416,0.2774,Node_7
2018-04-20/07:38:42,5.4,-0.0416,0.2774,Node_7
2018-04-20/07:38:43,5.41,-0.0416,0.2774,Node_7
2018-04-20/07:38:44,5.49,-0.0416,0.2775,Node_7
2018-04-20/07:38:45,5.5,-0.0417,0.2775,Node_7
2018-04-20/07:38:46,5.6,-0.0417,0.2775,Node_7
2018-04-20/07:38:47,5.63,-0.0417,0.2776,Node_7
2018-04-20/07:38:48,5.67,-0.0417,0.2776,Node_7
2018-04-20/07:38:49,5.72,-0.0418,0.2776,Node_7
2018-04-20/07:38:50,5.72,-0.0418,0.2777,Node_7
2018-04-20/07:38:51,5.8,-0.0418,0.2777,Node_7
2018-04-20/07:38:52,5.83,-0.0418,0.2777,Node_7
2018-04-20/07:38:53,5.84,-0.0418,0.2778,Node_7
2018-04-20/07:38:54,5.88,-0.0419,0.2778,Node_7
2018-04-20/07:38:55,5.96,-0.0419,0.2778,Node_7
2018-04-20/07:38:56,5.98,-0.0419,0.2779,Node_7
2018-04-20/07:38:57,6.01,-0.0419,0.2779,Node_7
2018-04-20/07:38:58,6.04,-0.042,0.2779,Node_7
2018-04-20/07:38:59,6.07,-0.042,0.278,Node_7
2018-04-20/07:39:00,6.12,-0.042,0.278,Node_7
2018-04-20/07:39:01,6.15,-0.042,0.278,Node_7
2018-04-20/07:39:02,6.16,-0.042,0.2781,Node_7
2018-04-20/07:39:03,6.22,-0.0421,0.2781,Node_7
2018-04-20/07:39:04,6.23,-0.0421,0.2781,Node_7
2018-04-20/07:39:05,6.29,-0.0421,0.2782,Node_7
2018-04-20/07:39:06,6.3,-0.0421,0.2782,Node_7
2018-04-20/07:39:07,6.33,-0.0422,0.2782,Node_7
2018-04-20/07:39:08,6.36,-0.0422,0.2783,Node_7
2018-04-20/07:39:09,6.42,-0.0422,0.2783,Node_7
2018-04-20/07:39:10,6.42,-0.0422,0.2783,Node_7
2018-04-20/07:39:11,6.46,-0.0422,0.2784,Node_7
2018-04-20/07:39:12,6.5,-0.0423,0.2784,Node_7
2018-04-20/07:39:13,6.52,-0.0423,0.2784,Node_7
2018-04-20/07:39:14,6.56,-0.0423,0.2785,Node_7
2018-04-20/07:39:15,6.6,-0.0423,0.2785,Node_7
2018-04-20/07:39:16,6.6,-0.0424,0.2785,Node_7
2018-04-20/07:39:17,6.69,-0.0424,0.2786,Node_7
2018-04-20/07:39:18,6.7,-0.0424,0.2786,Node_7
2018-04-20/07:39:19,6.74,-0.0424,0.2786,Node_7
2018-04-20/07:39:20,6.78,-0.0424,0.2787,Node_7
2018-04-20/07:39:21,6.79,-0.0425,0.2787,Node_7
2018-04-20/07:39:22,6.85,-0.0425,0.2787,Node_7
2018-04-20/07:39:23,6.88,-0.0425,0.2788,Node_7
2018-04-20/07:39:24,6.87,-0.0425,0.2788,Node_7
2018-04-20/07:39:25,6.88,-0.0426,0.2788,Node_7
2018-04-20/07:39:26,6.9,-0.0426,0.2789,Node_7
2018-04-20/07:39:27,6.96,-0.0426,0.2789,Node_7
2018-04-20/07:39:28,6.99,-0.0426,0.2789,Node_7
2018-04-20/07:39:29,7.04,-0.0426,0.279,Node_7
2018-04-20/07:39:30,7.02,-0.0427,0.279,Node_7
2018-04-20/07:39:31,7.01,-0.0427,0.279,Node_7
2018-04-20/07:39:32,7.04,-0.0427,0.2791,Node_7
2018-04-20/07:39:33,7.03,-0.0427,0.2791,Node_7
2018-04-20/07:39:34,7.08,-0.0428,0.2791,Node_7
2018-04-20/07:39:35,7.07,-0.0428,0.2792,Node_7
2018-04-20/07:39:36,7.07,-0.0428,0.2792,Node_7
2018-04-20/07:39:37,7.07,-0.0428,0.2792,Node_7
2018-04-20/07:39:38,7.09,-0.0428,0.2793,Node_7
2018-04-20/07:39:39,7.09,-0.0429,0.2793,Node_7
2018-04-20/07:39:40,7.1,-0.0429,0.2793,Node_7
2018-04-20/07:39:41,7.11,-0.0429,0.2794,Node_7
2018-04-20/07:39:42,7.15,-0.0429,0.2794,Node_7
2018-04-20/07:39:43,7.13,-0.043,0.2794,Node_7
2018-04-20/07:39:44,7.14,-0.043,0.2795,Node_7
2018-04-20/07:39:45,7.17,-0.043,0.2795,Node_7
2018-04-20/07:39:46,7.16,-0.043,0.2795,Node_7
2018-04-20/07:39:47,7.22,-0.043,0.2796,Node_7
2018-04-20/07:39:48,7.18,-0.0431,0.2796,Node_7
2018-04-20/07:39:49,7.19,-0.0431,0.2796,Node_7
2018-04-20/07:39:50,7.21,-0.0431,0.2797,Node_7
2018-04-20/07:39:51,7.22,-0.0431,0.2797,Node_7
2018-04-20/07:39:52,7.22,-0.0432,0.2797,Node_7
2018-04-20/07:39:53,7.2,-0.0432,0.2798,Node_7
2018-04-20/07:39:54,7.21,-0.0432,0.2798,Node_7
2018-04-20/07:39:55,7.23,-0.0432,0.2798,Node_7
2018-04-20/07:39:56,7.23,-0.0432,0.2799,Node_7
2018-04-20/07:39:57,7.2,-0.0433,0.2799,Node_7
2018-04-20/07:39:58,7.24,-0.0433,0.2799,Node_7
2018-04-20/07:39:59,7.25,-0.0433,0.28,Node_7
2018-04-20/07:40:00,7.24,-0.0433,0.28,Node_7
2018-04-20/07:40:01,7.23,-0.0434,0.28,Node_7
2018-04-20/07:40:02,7.26,-0.0434,0.2801,Node_7
2018-04-20/07:40:03,7.24,-0.0434,0.2801,Node_7
2018-04-20/07:40:04,7.24,-0.0434,0.2801,Node_7
2018-04-20/07:40:05,7.22,-0.0434,0.2802,Node_7
2018-04-20/07:40:06,7.22,-0.0435,0.2802,Node_7
2018-04-20/07:40:07,7.23,-0.0435,0.2802,Node_7
2018-04-20/07:40:08,7.21,-0.0435,0.2803,Node_7
2018-04-20/07:40:09,7.19,-0.0435,0.2803,Node_7
2018-04-20/07:40:10,7.17,-0.0436,0.2803,Node_7
2018-04-20/07:40:11,7.2,-0.0436,0.2804,Node_7
2018-04-20/07:40:12,7.21,-0.0436,0.2804,Node_7
2018-04-20/07:40:13,7.17,-0.0436,0.2804,Node_7
2018-04-20/07:40:14,7.19,-0.0436,0.2805,Node_7
2018-04-20/07:40:15,7.16,-0.0437,0.2805,Node_7
2018-04-20/07:40:16,7.18,-0.0437,0.2805,Node_7
2018-04-20/07:40:17,7.16,-0.0437,0.2806,Node_7
2018-04-20/07:40:18,7.14,-0.0437,0.2806,Node_7
2018-04-20/07:40:19,7.15,-0.0438,0.2806,Node_7
2018-04-20/07:40:20,7.15,-0.0438,0.2807,Node_7
2018-04-20/07:40:21,7.12,-0.0438,0.2807,Node_7
2018-04-20/07:40:22,7.12,-0.0438,0.2807,Node_7
2018-04-20/07:40:23,7.13,-0.0438,0.2808,Node_7
2018-04-20/07:40:24,7.1,-0.0439,0.2808,Node_7
2018-04-20/07:40:25,7.1,-0.0439,0.2808,Node_7
2018-04-20/07:40:26,7.1,-0.0439,0.2809,Node_7
2018-04-20/07:40:27,7.07,-0.0439,0.2809,Node_7
2018-04-20/07:40:28,7.04,-0.044,0.2809,Node_7
2018-04-20/07:40:29,7.03,-0.044,0.281,Node_7
2018-04-20/07:40:30,6.98,-0.044,0.281,Node_7
2018-04-20/07:40:31,6.96,-0.044,0.281,Node_7
2018-04-20/07:40:32,6.95,-0.044,0.2811,Node_7
2018-04-20/07:40:33,6.92,-0.0441,0.2811,Node_7
2018-04-20/07:40:34,6.89,-0.0441,0.2811,Node_7
2018-04-20/07:40:35,6.86,-0.0441,0.2812,Node_7
2018-04-20/07:40:36,6.82,-0.0441,0.2812,Node_7
2018-04-20/07:40:37,6.76,-0.0442,0.2812,Node_7
2018-04-20/07:40:38,6.76,-0.0442,0.2813,Node_7
2018-04-20/07:40:39,6.71,-0.0442,0.2813,Node_7
2018-04-20/07:40:40,6.67,-0.0442,0.2813,Node_7
2018-04-20/07:40:41,6.64,-0.0442,0.2814,Node_7
2018-04-20/07:40:42,6.64,-0.0443,0.2814,Node_7
